OBJECTID1 *,OBJECTID,Research_Group,Date,Year,Month,Vessel,Sighting,Sight_Type,Start_Time,LocDesc,Start_Lat,Start_Long,Start_Dec_Lat,Start_Dec_Long,Depth,D_units,Species,Est_Size_Min,Est_Size_Max,Est_Size_Best,Num_Calves,Group_Type,GEX__m_,GEY__m_,Group_Beh,DOT,Other_Beh_1,Other_Beh_2,Other_Beh_3,Photos_,Est_ID,Actual_ID,Photographer_1,Series_Number_1,Frames_1,Photographer_2,Series_Number_2,Frames_2,Photographer_3,Series_Number_3,Frames_3,Comments,SHAPE *
64,137,MAKAH,1-Oct-19,2019,10,RHIB,16,S,12/30/1899 10:11:00 AM,,N 48 21.51,W 124 43.26,48.3585,-124.721,66,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,Travel,,,1,2,2,Elizabeth Allyn,20191001,20191001_LIZ_8954 - 20191001_LIZ_9056,Jonathan Scordino,20191001,20191001_JON_1997 - 20191001_JON_2099,,,,,Point
65,213,MAKAH,21-Nov-19,2019,11,RHIB,8,SBE,12/30/1899 3:08:00 PM,,N 48 22.44,W 124 35.01,48.374,-124.5835,30,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,,,,,,1,2,2,Jonathan Scordino,20191121,20191121_JON_6851 - 20191121_JON_7044,,,,,,,,Point
66,89,MAKAH,19-Aug-19,2019,8,RHIB,21,SBE,12/30/1899 1:09:00 PM,,N 48 13.73,W 124 42.54,48.2288,-124.709,60,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,Travel,,,1,1,1,Jonathan Scordino,20190819,20190819_JON_9259 - 20190819_JON_9319,Elizabeth Allyn,20190819,20190819_LIZ_5885 - 20190819_LIZ_5909,,,,"Feeding, scatter layer. Second whale passed through, no photo, travelling, small whale.",Point
67,307,MAKAH,20-Jul-20,2020,7,RHIB,1,SBE,12/30/1899 9:56:00 AM,Green Buoy,N 48 22.66,W 124 35.24,48.3776,-124.5873,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200720,20200720_JON_8090 - 20200720_JON_8175,,,,,,,,Point
68,99,MAKAH,11-Sep-19,2019,9,RHIB,13,SBE,12/30/1899 10:05:00 AM,,N 48 22.06,W 124 43.82,48.3676,-124.7303,31,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20190911,20190911_LIZ_7049 - 20190911_LIZ_7066,Jonathan Scordino,20190911,20190911_JON_0665 - 20190911_JON_0704,,,,,Point
69,194,MAKAH,7-Nov-19,2019,11,RHIB,5,SBE,12/30/1899 9:17:00 AM,Mushroom Rock,N 48 23.29,W 124 42.53,48.3881,-124.7088,38,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20191107,20191107_LIZ_3507 - 20191107_LIZ_3556,Jonathan Scordino,20191107,20191107_JON_5793 - 20191107_JON_5807,,,,"feeding, dense scatter",Point
70,334,MAKAH,31-Jul-20,2020,7,RHIB,51,SBE,12/30/1899 5:21:00 PM,Lingcod Alley,N 48 09.28,W 124 45.92,48.1546,-124.7653,82,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200731,20200731_JON_0904 - 20200731_JON_0985,,,,,,,,Point
71,4,CRC,1-Sep-19,2019,9,ZIP,5,,12/30/1899 5:15:00 PM,,N48 16.48,W124 41.47,48.2746,-124.6911,<Null>,m,Er,<Null>,<Null>,1,0,Single,<Null>,<Null>,Mill,,Travel-Mod,,,1,1,<Null>,John Calambokidis,,47-49,Jonathan Scordino,20190901,20190901_JON_9810 - 20190901_JON_9837,,,,John photos not in folder with JON photos,Point
72,134,MAKAH,30-Sep-19,2019,9,Optimistic,10,SBE,12/30/1899 4:42:00 PM,Shipwreck,N 48 19.52,W 124 27.50,48.3253,-124.4583,41,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Slow Travel,,Resting,,,1,<Null>,<Null>,Elizabeth Allyn,20190930,20190930_LIZ_8833 - 20190930_LIZ_8835,,,,,,,"Cryptic, no photo",Point
73,299,MAKAH,14-Jul-20,2020,7,RHIB,43,SBE,12/30/1899 4:23:00 PM,Sand Point Reef,N 48 09.32,W 124 43.91,48.1553,-124.7318,57,ft,Er,2,3,2,,,<Null>,<Null>,Feeding,,,,,1,2,<Null>,Jonathan Scordino,2020 Makah\20200714,20200714_JON_7122 - 20200714_JON_7371,,,,,,,"Pretty sure there was a whale surther south, no photo of that one.",Point
74,319,MAKAH,26-Jul-20,2020,7,Optimistic,4,SBE,12/30/1899 10:47:00 AM,,N 48 21.51,W 124 32.21,48.3585,-124.5368,<Null>,,Er,4,5,4,,,<Null>,<Null>,,,,,,1,5,<Null>,Jonathan Scordino,2020 Makah\20200726,20200726_JON_0225 - 20200726_JON_0371,,,,,,,,Point
75,148,MAKAH,10-Oct-19,2019,10,RHIB,2,S,12/30/1899 9:05:00 AM,,N 48 22.53,W 124 34.91,48.3755,-124.5818,36,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,,,,,,1,2,2,Elizabeth Allyn,20191010,20191010_LIZ_9965 - 20191010_LIZ_0131,,,,,,,,Point
76,71,MAKAH,25-Jul-19,2019,7,HABITAT,12,SBE,12/30/1899 10:47:00 AM,Green Bank,N 48 21.29,W 124 42.86,48.3548,-124.7143,33,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190725,20190725_LIZ_3910 - 20190725_LIZ_3997,Jonathan Scordino,20190725,20190725_JON_7472 - 20190725_JON_7540,,,,"Focal follow, narrow scatter, feeding, no scat.",Point
77,82,MAKAH,7-Aug-19,2019,8,RHIB,29,SBE,12/30/1899 1:40:00 PM,Inshore of Father n Son,N 48 13.55,W 124 42.33,48.2258,-124.7055,37,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190807,20190807_LIZ_4591 - 20190807_LIZ_4644,Jonathan Scordino,20190807,20190807_JON_8359 - 20190807_JON_8401,,,,"Feeding, fecal sample collected MKH-Er-190807-4. [Changed field ID from Er1 to Er6 in ID and sample record.]",Point
78,66,MAKAH,12-Jul-19,2019,7,OPTIMISTIC,27,SBE,12/30/1899 2:33:00 PM,West of East Bodelteh,N 48 10.45,W 124 45.94,48.1741,-124.7656,42,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20190712,20190712_LIZ_3633 - 20190712_LIZ_3661,Jonathan Scordino,20190712,20190712_JON_7151 - 20190712_JON_7173,,,,"lost whale, no scat sample",Point
79,284,MAKAH,9-Jul-20,2020,7,RHIB,20,SBE,12/30/1899 11:16:00 AM,Fuca Pillar,N 48 22.76,W 124 43.95,48.3793,-124.7325,50,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200709,20200709_JON_4667 - 20200709_JON_4766,,,,,,,,Point
80,304,MAKAH,16-Jul-20,2020,7,RHIB,4,SBE,12/30/1899 1:35:00 PM,Bullman,N 48 21.51,W 124 32.20,48.3585,-124.5366,19,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200716,20200716_JON_7775 - 20200716_JON_7955,,,,,,,,Point
81,119,MAKAH,20-Sep-19,2019,9,RHIB,18,SBE,12/30/1899 12:15:00 PM,Wa'atch,N 48 19.77,W 124 42.07,48.3295,-124.7011,77,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,2,2,Elizabeth Allyn,20190920,20190920_LIZ_8355 - 20190920_LIZ_8401,Jonathan Scordino,20190920,20190920_JON_1790 - 20190920_JON_1813,,,,,Point
82,365,MAKAH-NMML,4-Sep-19,2019,9,Blackfish,28,SBE,12/30/1899 7:32:00 PM,Koitlah,N 48 23.48,W 124 38.14,48.3913,-124.6356,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190904,20190904_LIZ_6832 - 20190904_LIZ_6866,,,,,,,,Point
83,135,MAKAH,30-Sep-19,2019,9,Optimistic,9,SBE,12/30/1899 4:20:00 PM,,N 48 20.86,W 124 31.00,48.3476,-124.5166,34,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,1,Elizabeth Allyn,20190930,20190930_LIZ_8818 - 20190930_LIZ_8832,,,,,,,Maybe 696?,Point
84,309,MAKAH,20-Jul-20,2020,7,RHIB,17,SBE,12/30/1899 12:07:00 PM,Shi Shi,N 48 15.72,W 124 41.84,48.262,-124.6973,46,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Slow Travel,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200720,20200720_JON_8305 - 20200720_JON_8424,,,,,,,,Point
85,283,MAKAH,9-Jul-20,2020,7,RHIB,7,SBE,12/30/1899 9:58:00 AM,Koitlah,N 48 23.62,W 124 38.58,48.3936,-124.643,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,Fast Travel,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200709,20200709_JON_4567 - 20200709_JON_4626,,,,,,,"fast travel, left only",Point
86,180,MAKAH,31-Oct-19,2019,10,RHIB,18,SBE,12/30/1899 12:56:00 PM,,N 48 21.80,W 124 43.54,48.3633,-124.7256,78,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20191031,20191031_LIZ_2629 - 20191031_LIZ_2674,Jonathan Scordino,20191031,20191031_JON_5194 - 20191031_JON_5243,,,,"[Moved frames 2675-2696 from this sighting to S20, removed fluke form Er10, as it belongs to animal in S20]",Point
87,292,MAKAH,9-Jul-20,2020,7,RHIB,51,S,12/30/1899 4:07:00 PM,East Bodelteh,N 48 10.66,W 124 45.85,48.1776,-124.7641,41,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200709,20200709_JON_6256 - 20200709_JON_6374,,,,,,,feed? Just right sides.,Point
88,67,MAKAH,12-Jul-19,2019,7,OPTIMISTIC,29,SBE,12/30/1899 2:58:00 PM,,N 48 09.06,W 124 44.42,48.151,-124.7403,33,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20190712,20190712_LIZ_3662 - 20190712_LIZ_3732,Jonathan Scordino,20190712,20190712_JON_7174 - 20190712_JON_7226,,,,"Focal follow. No scatter layer. Crab larvae in water where scat collected. Very little scat in sample/ Sample 2019-Er-04 [During photo processing Field ID was changed to from Er1 to Er5, in both ID box and Sample box]",Point
89,205,MAKAH,7-Nov-19,2019,11,RHIB,30,SBE,12/30/1899 1:20:00 PM,Father and Son,N 48 13.66,W 124 42.80,48.2276,-124.7133,50,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20191107,20191107_LIZ_4158 - 20191107_LIZ_4189,Jonathan Scordino,20191107,20191107_JON_6557 - 20191107_JON_6587,,,,,Point
90,77,MAKAH,7-Aug-19,2019,8,RHIB,4,SBE,12/30/1899 9:50:00 AM,Koitlah offshore,N 48 23.89,W 124 38.35,48.3981,-124.6391,220,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,Feeding,,,1,1,1,Elizabeth Allyn,20190807,20190807_LIZ_4285 - 20190807_LIZ_4358,Jonathan Scordino,20190807,20190807_JON_8046 - 20190807_JON_8132,,,,"Travel, then feeding? Traveled from offshore to 30ft depth, then started feeding.",Point
91,65,MAKAH,12-Jul-19,2019,7,OPTIMISTIC,19,SBE,12/30/1899 1:13:00 PM,,N 48 10.97,W 124 44.38,48.1828,-124.7396,39,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,1,Elizabeth Allyn,20190712,20190712_LIZ_3515 - 20190712_LIZ_3593,Jonathan Scordino,20190712,20190712_JON_7133 - 20190712_JON_7150,,,,Dense scatter. Travel.,Point
92,291,MAKAH,9-Jul-20,2020,7,RHIB,41,SBE,12/30/1899 3:00:00 PM,,N 48 12.02,W 124 42.85,48.2003,-124.7141,60,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Fast Travel,,Breaching,Porpoising,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200709,20200709_JON_6094 - 20200709_JON_6233,,,,,,,"fast travel, breaching, porpoising?",Point
93,125,MAKAH,20-Sep-19,2019,9,RHIB,39,SBE,12/30/1899 4:11:00 PM,South Ozette Island,N 48 09.11,W 124 44.91,48.1518,-124.7485,46,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20190920,20190920_LIZ_8557 - 20190920_LIZ_8578,Jonathan Scordino,20190920,20190920_JON_1911 - 20190920_JON_1930,,,,,Point
94,210,MAKAH,21-Nov-19,2019,11,RHIB,1,SBE,12/30/1899 11:30:00 AM,Third beach,N 48 22.18,W 124 34.54,48.3696,-124.5756,19,ft,Er,1,2,1,,,<Null>,<Null>,Feeding,,searching,,,1,1,1,Jonathan Scordino,20191121,20191121_JON_6773 - 20191121_JON_6823,,,,,,,,Point
95,90,MAKAH,19-Aug-19,2019,8,RHIB,32,SBE,12/30/1899 2:53:00 PM,East Bodelteh,N 48 10.60,W 124 45.90,48.1766,-124.765,25,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190819,20190819_LIZ_5923 - 20190819_LIZ_5975,Jonathan Scordino,20190819,20190819_JON_9320 - 20190819_JON_9388,,,,Being harassed by sea lions. Dense scatter. Fecal sample 4 collected,Point
96,199,MAKAH,7-Nov-19,2019,11,RHIB,15,S,12/30/1899 11:00:00 AM,,N 48 22.76,W 124 42.61,48.3793,-124.7101,65,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20191107,20191107_LIZ_3700 - 20191107_LIZ_3721,Jonathan Scordino,20191107,20191107_JON_5972 - 20191107_JON_5982,,,,,Point
97,132,MAKAH,30-Sep-19,2019,9,Optimistic,6,SBE,12/30/1899 3:46:00 PM,Sail Rock,N 48 21.66,W 124 32.72,48.361,-124.5453,<Null>,,Er,<Null>,<Null>,2,,,<Null>,<Null>,Travel,,,,,1,3,3,Elizabeth Allyn,20190930,20190930_LIZ_8750 - 20190930_LIZ_8804,,,,,,,"Originally recorded as 1, but 2 present in photos [Deleted one ID record as it was a duplicate from the next sighting, and added a third ID.]",Point
98,177,MAKAH,31-Oct-19,2019,10,RHIB,13,SBE,12/30/1899 11:57:00 AM,East of Cape Flattery,N 48 23.49,W 124 43.11,48.3915,-124.7185,110,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,1,Elizabeth Allyn,20191031,20191031_LIZ_2511 - 20191031_LIZ_2557,Jonathan Scordino,20191031,20191031_JON_5112 - 20191031_JON_5147,,,,,Point
99,96,MAKAH,3-Sep-19,2019,9,Blackfish,27,S,12/30/1899 12:30:00 PM,SW side of EBOD,N 48 10.15,W 124 45.49,48.1691,-124.7581,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,0,<Null>,<Null>,,,,,,,,,,"Sighting taken from confusing side note on survey sheet, might be 2 whales.",Point
100,100,MAKAH,11-Sep-19,2019,9,RHIB,14,SBE,12/30/1899 10:20:00 AM,Green Bank,N 48 21.30,W 124 42.92,48.355,-124.7153,44,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190911,20190911_LIZ_7067 - 20190911_LIZ_7088,Jonathan Scordino,20190911,20190911_JON_0705 - 20190911_JON_0754,,,,"Dense scatter, feeding, focal follow. No poop, hard to see in water, dark water",Point
101,109,MAKAH,11-Sep-19,2019,9,RHIB,38,SBE,12/30/1899 3:58:00 PM,Ozette Island,N 48 09.43,W 124 45.39,48.1571,-124.7565,60,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,,,,,,1,2,2,Elizabeth Allyn,20190911,20190911_LIZ_7395 - 20190911_LIZ_7488,Jonathan Scordino,20190911,20190911_JON_1077 - 20190911_JON_1176,,,,,Point
102,76,MAKAH,30-Jul-19,2019,7,HABITAT,Unk1,SBE,12/30/1899 12:32:00 PM,,,,48.4,-124.7,<Null>,,Er,<Null>,<Null>,<Null>,,,<Null>,<Null>,,,,,,1,1,1,MAKAH,2019 Makah\Cibud 20190730,20190730_IMG_7727-7741,,,,,,,"[No data, selected general location. Time from photos.]",Point
103,315,MAKAH,24-Jul-20,2020,7,RHIB,7,SBE,12/30/1899 10:03:00 AM,E Bullman,N 48 21.37,W 124 32.08,48.3561,-124.5346,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200724,20200724_JON_9660 - 20200724_JON_9743,,,,,,,"Lost target whale, photograph Pacman instead, sighting 6",Point
104,146,MAKAH,1-Oct-19,2019,10,RHIB,51,SBE,12/30/1899 4:40:00 PM,Koitlah,N 48 23.66,W 124 38.84,48.3943,-124.6473,48,ft,Er,<Null>,<Null>,3,1,,<Null>,<Null>,Feeding,,,,,1,3,3,Elizabeth Allyn,20191001,20191001_LIZ_9648 - 20191001_LIZ_9899,Jonathan Scordino,20191001,20191001_JON_2621 - 20191001_JON_3059,,,,mom and calf? Er3 [now Er14]  looks like calf.,Point
105,182,MAKAH,31-Oct-19,2019,10,RHIB,23,S,12/30/1899 1:24:00 PM,,N 48 19.99,W 124 42.15,48.3331,-124.7025,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20191031,20191031_LIZ_2740 - 20191031_LIZ_2783,Jonathan Scordino,20191031,20191031_JON_5266 - 20191031_JON_5292,,,,"[Deleted original frame in Best Left from Er12, because it was the fluke from S20]",Point
106,116,MAKAH,20-Sep-19,2019,9,RHIB,14,SBE,12/30/1899 10:54:00 AM,Skagway,N 48 22.04,W 124 43.34,48.3673,-124.7223,30,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,,,,1,3,3,Elizabeth Allyn,20190920,20190920_LIZ_8109 - 20190920_LIZ_8220,Jonathan Scordino,20190920,20190920_JON_1592 - 20190920_JON_1705,,,,"Tiny whale
Also Er2 is the same whale as Er2 in sighting 13",Point
107,140,MAKAH,1-Oct-19,2019,10,RHIB,38,S,12/30/1899 12:19:00 PM,West Bodelteh,N 48 10.66,W 124 46.31,48.1776,-124.7718,72,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,,,,1,2,2,Elizabeth Allyn,20191001,20191001_LIZ_9222 - 20191001_LIZ_9347,Jonathan Scordino,20191001,20191001_JON_2270 - 20191001_JON_2328,,,,"Originally recorded as 1 whale, but one other one in area captured on photos, maybe further off (Uncle Peduncle)",Point
108,358,MAKAH-NMML,4-Sep-19,2019,9,Blackfish,17,SBE,12/30/1899 2:50:00 PM,Guano,N 48 10.73,W 124 44.52,48.1788,-124.742,31,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190904,20190904_LIZ_6488 - 20190904_LIZ_6508,,,,,,,,Point
109,120,MAKAH,20-Sep-19,2019,9,RHIB,19,S,12/30/1899 12:23:00 PM,,N 48 19.65,W 124 41.96,48.3275,-124.6993,74,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,2,2,Elizabeth Allyn,20190920,20190920_LIZ_8402 - 20190920_LIZ_8441,Jonathan Scordino,20190920,20190920_JON_1814 - 20190920_JON_1833,,,,,Point
110,168,MAKAH,14-Oct-19,2019,10,RHIB,21,SBE,12/30/1899 3:30:00 PM,,N 48 23.61,W 124 39.66,48.3935,-124.661,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20191014,20191014_LIZ_1729 - 20191014_LIZ_1794,Jonathan Scordino,20191014,20191014_JON_4488 - 20191014_JON_4534,,,,focal follow,Point
111,359,MAKAH-NMML,4-Sep-19,2019,9,Blackfish,18,SBE,12/30/1899 3:17:00 PM,East Bodelteh,N 48 10.45,W 124 45.91,48.1741,-124.7651,38,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,,,,1,2,2,Elizabeth Allyn,20190904,20190904_LIZ_6512 - 20190904_LIZ_6589,,,,,,,"Er2 [now Er8] smaller than Er1 [now Er7], seen together in this location for multiple surveys",Point
112,147,MAKAH,1-Oct-19,2019,10,RHIB,52,SBE,12/30/1899 5:04:00 PM,2nd Beach,N 48 22.47,W 124 35.02,48.3745,-124.5836,34,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,,,,1,2,2,Elizabeth Allyn,20191001,20191001_LIZ_9900 - 20191001_LIZ_9964,,,,,,,,Point
113,323,MAKAH,27-Jul-20,2020,7,RHIB,14,SBE,12/30/1899 10:23:00 AM,,N 48 22.13,W 124 33.86,48.3688,-124.5643,33,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200727,20200727_JON_9895 - 20200727_JON_9953,,,,,,,,Point
114,347,MAKAH,19-Nov-20,2020,11,Optimistic,5,SBE,12/30/1899 1:54:00 PM,Jensen Creek,N 48 19.67,W 124 28.35,48.3278,-124.4725,22,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,Travel,,,1,2,<Null>,Jonathan Scordino,2020 Makah\20201119,20201119_LIZ_8335 - 20201119_LIZ_8449,,,,,,,might be two whales in photos,Point
115,68,MAKAH,12-Jul-19,2019,7,OPTIMISTIC,30,S,12/30/1899 3:52:00 PM,Ozette Island,N 48 09.25,W 124 45.27,48.1541,-124.7545,<Null>,,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,1,Elizabeth Allyn,20190712,20190712_LIZ_3733 - 20190712_LIZ_3754,,,,,,,"Whale seen ealier (S29), not pursued for scat sample.",Point
116,130,MAKAH,30-Sep-19,2019,9,Optimistic,3,S,12/30/1899 3:24:00 PM,Sail River,N 48 21.78,W 124 33.29,48.363,-124.5548,41,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190930,20190930_LIZ_8675 - 20190930_LIZ_8731,,,,,,,"Feeding, likely amphipod",Point
117,211,MAKAH,21-Nov-19,2019,11,RHIB,6,SBE,12/30/1899 2:13:00 PM,,N 48 21.34,W 124 32.77,48.3556,-124.5461,14,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,<Null>,<Null>,Jonathan Scordino,20191121,20191121_JON_6824 - 20191121_JON_6830,,,,,,,"Accidently too close on first approach, whale skittish, hard to photograph. [PQ]",Point
118,75,MAKAH,25-Jul-19,2019,7,HABITAT,40,S,12/30/1899 5:30:00 PM,,N 48 23.59,W 124 39.41,48.3931,-124.6568,35,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,1,Elizabeth Allyn,20190725,20190725_LIZ_4246 - 20190725_LIZ_4284,Jonathan Scordino,20190725,20190725_JON_7679 - 20190725_JON_7726,,,,,Point
119,285,MAKAH,9-Jul-20,2020,7,RHIB,22,SBE,12/30/1899 11:42:00 AM,,N 48 21.96,W 124 43.35,48.366,-124.7225,<Null>,,Er,<Null>,<Null>,2,,,<Null>,<Null>,Travel,,,,,1,2,<Null>,Jonathan Scordino,2020 Makah\20200709,20200709_JON_4767 - 20200709_JON_4916,,,,,,,travelling,Point
120,86,MAKAH,19-Aug-19,2019,8,RHIB,15,S,12/30/1899 11:05:00 AM,Anderson Rocks,N 48 18.16,W 124 41.48,48.3026,-124.6913,27,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20190819,20190819_LIZ_5748 - 20190819_LIZ_5781,Jonathan Scordino,20190819,20190819_JON_9047 - 20190819_JON_9080,,,,No focal follow,Point
121,172,MAKAH,31-Oct-19,2019,10,RHIB,6,SBE,12/30/1899 10:57:00 AM,,N 48 23.61,W 124 38.71,48.3935,-124.6451,32,ft,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,,,,1,2,2,Elizabeth Allyn,20191031,20191031_LIZ_2172 - 20191031_LIZ_2232,Jonathan Scordino,20191031,20191031_JON_4773 - 20191031_JON_4838,,,,"sighting 4 whale present, travelling",Point
122,138,MAKAH,1-Oct-19,2019,10,RHIB,17,S,12/30/1899 10:37:00 AM,,N 48 20.89,W 124 42.75,48.3481,-124.7125,<Null>,,Er,<Null>,<Null>,2,,,<Null>,<Null>,Feeding,,,,,1,2,2,Elizabeth Allyn,20191001,20191001_LIZ_9057 - 20191001_LIZ_9193,Jonathan Scordino,20191001,20191001_JON_2102 - 20191001_JON_2204,,,,"Focal follow no scat, time from camera",Point
123,118,MAKAH,20-Sep-19,2019,9,RHIB,17,S,12/30/1899 11:45:00 AM,Wa'atch,N 48 20.26,W 124 42.01,48.3376,-124.7001,41,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,,,,,,1,1,1,Elizabeth Allyn,20190920,20190920_LIZ_8328 - 20190920_LIZ_8354,Jonathan Scordino,20190920,20190920_JON_1774 - 20190920_JON_1789,,,,Munched?,Point
124,150,MAKAH,10-Oct-19,2019,10,RHIB,9,S,12/30/1899 10:40:00 AM,Skagway,N 48 22.36,W 124 43.96,48.3726,-124.7326,43,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20191010,20191010_LIZ_0306 - 20191010_LIZ_0330,Jonathan Scordino,20191010,20191010_JON_3204 - 20191010_JON_3248,,,,"CRC 204, Quasimodo",Point
125,342,MAKAH,14-Aug-20,2020,8,RHIB,1,SBE,12/30/1899 2:26:00 PM,Sail,N 48 21.69,W 124 33.34,48.3615,-124.5556,28,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,<Null>,Jonathan Scordino,2020 Makah\20200814,20200814_JON_1367 - 20200814_JON_1462,,,,,,,plume feeding. Location reads Sail R. unsure if that means rock or river?,Point
126,122,MAKAH,20-Sep-19,2019,9,RHIB,26,SBE,12/30/1899 1:54:00 PM,Father and Son,N 48 13.84,W 124 42.76,48.2306,-124.7126,86,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Travel,,,,,1,1,1,Elizabeth Allyn,20190920,20190920_LIZ_8468 - 20190920_LIZ_8490,Jonathan Scordino,20190920,20190920_JON_1879 - 20190920_JON_1896,,,,,Point
127,111,MAKAH,19-Sep-19,2019,9,RHIB,4,SBE,12/30/1899 10:29:00 AM,Bullman,N 48 21.24,W 124 31.45,48.354,-124.5241,44,ft,Er,<Null>,<Null>,1,,,<Null>,<Null>,Feeding,,,,,1,1,1,Elizabeth Allyn,20190919,20190919_LIZ_7505 - 20190919_LIZ_7708,Jonathan Scordino,20190919,20190919_JON_1199 - 20190919_JON_1261,,,,Biopsy sample taken,Point
